numElecteur,numCIN,nom,prenom,dateNaissance,lieuNaissance,sexe,bureauVote
UDN783810,3537315681442,NDIAYE,Malick,1979-03-10,MATAM,F,ECOLE PRIMAIRE DE VELINGARA
DYO846572,4155710258759,SEYDI,Coumba,2000-08-15,JOAL,F,UNIVERSITE GASTON BERGER - SAINT-LOUIS
QLI711700,4136581011261,CISSE,Mansour,1979-08-23,SAINT-LOUIS,M,CENTRE CULTUREL - THIES
DHQ459147,8987129201838,NDONG,Ramatoulaye,1984-03-21,TIVAOUANE,F,ECOLE SERIGNE BASSIROU MBACKE - KAOLACK
XQS789972,1609622907061,DIALLO,Aliou,1988-03-30,TIVAOUANE,M,COLLEGE PRIVE DE FATICK
RLA565495,9240270437943,SAMB,Ousmane,1951-09-24,THIES,M,ECOLE MARIAMA NIASS - GRAND DAKAR
QEA584708,6837167832843,DIA,Mame,1946-08-31,BAMBEY,F,LYCEE LIMAMOULAYE - GUEDIAWAYE
ERE298455,4004443695741,GUEYE,Boubacar,1998-04-23,FATICK,F,ECOLE ELEMENTAIRE OUROSSOGUI
ZUF448775,0237873788152,SALL,Babacar,1952-04-07,KAFFRINE,M,LYCEE MALICK SALL - LOUGA
VLD833870,5217741038424,SANE,Daba,1986-06-05,ZIGUINCHOR,F,ECOLE SAINT JOSEPH - ZIGUINCHOR
AUU213343,2460898181922,SARR,Mame,1977-09-18,SAINT-LOUIS,M,ECOLE MARIAMA NIASS - GRAND DAKAR
GIH334547,4218077043471,CISSE,Fallou,1983-07-07,GOSSAS,F,ECOLE ELEMENTAIRE HLM GRAND MEDINE
PKJ530457,1566936037464,WADE,Maguette,1965-04-12,VELINGARA,M,ECOLE SERIGNE BASSIROU MBACKE - KAOLACK
WGB694214,6182915388815,NDONG,Cheikh,1999-09-13,SEDHIOU,F,ECOLE POINT E - FANN
KJP598662,7222588405483,GOMIS,Abdoulaye,1980-03-29,ZIGUINCHOR,M,ECOLE SAINT JOSEPH - ZIGUINCHOR
QCA415695,3311757461879,MBAYE,Awa,1946-11-24,SAINT-LOUIS,M,COLLEGE PRIVE DE FATICK
BYG948826,5816342170296,DIALLO,Mame,1994-07-02,SAINT-LOUIS,F,ECOLE POINT E - FANN
RBM709419,9727061345181,DIOP,Oumar,1950-08-17,BAMBEY,M,LYCEE DE MATAM
IDW208615,2894263411820,MBAYE,Malick,1969-07-11,SEDHIOU,F,LYCEE MAME CHEIKH MBAYE - TAMBACOUNDA
GEA438843,5733666000439,FAYE,Abdoulaye,1983-12-30,PODOR,M,LYCEE VALDIODIO NDIAYE - KAOLACK
YUM268548,7470969682913,SOW,Aliou,1936-07-22,KEDOUGOU,M,ECOLE PRIMAIRE DE GOUDOMP
FNT121012,3662829378460,NDIAYE,Mansour,2004-11-17,LOUGA,F,ECOLE ELEMENTAIRE KAFFRINE CENTRE
IWQ577550,5650376130813,NDIAYE,Boubacar,1950-01-03,GUEDIAWAYE,F,ECOLE ELEMENTAIRE KAFFRINE CENTRE
SEW032902,3583819905562,FALL,Demba,1961-08-22,PIKINE,M,ECOLE PRIMAIRE DE VELINGARA
EOI153262,4411590129422,NDONG,Seynabou,1963-04-11,TOUBA,F,ECOLE ELEMENTAIRE MEDINA BAYE
MFE537431,1109482136380,BADJI,Cheikh,1987-07-10,KEBEMER,F,ECOLE ELEMENTAIRE MEDINA BAYE
EUR928309,8142082548156,THIAM,Oumar,1981-06-15,KOLDA,M,COLLEGE SACRE-COEUR - DAKAR
UOT583862,6430471860915,SOW,Pape,1959-05-23,TAMBACOUNDA,M,LYCEE DEPARTEMENTAL DE SEDHIOU
NCZ285007,2258160069362,MBENGUE,Malick,1944-08-07,DAGANA,F,LYCEE MALICK SALL - LOUGA
TJQ846623,9960290748101,DIA,Fallou,1989-07-21,KAOLACK,M,ECOLE ELEMENTAIRE KAFFRINE CENTRE
WUO696225,0081478682885,SY,Dieynaba,1992-02-20,DAKAR,F,LYCEE DE KEDOUGOU
OMG918641,1614546907509,MBODJ,Binta,2006-11-01,DAGANA,F,ECOLE POINT E - FANN
UCU649519,8153053966915,DIOUF,Omar,1994-10-26,FATICK,M,ECOLE ELEMENTAIRE LOUGA NORD
WJW211074,1920146561696,DIARRA,Babacar,1978-02-10,GOSSAS,F,ECOLE MARIAMA NIASS - GRAND DAKAR
MUO798934,4950752978970,FALL,Ibrahima,1983-05-19,BAKEL,F,ECOLE ELEMENTAIRE KAFFRINE CENTRE
UKH244300,4880090497384,LO,Samba,1963-02-24,KOLDA,F,ECOLE ELEMENTAIRE BANGO - SAINT-LOUIS
MBA306748,5419421554075,LY,Boubacar,1974-11-14,KAFFRINE,F,UNIVERSITE GASTON BERGER - SAINT-LOUIS
OSQ558222,8709732835325,NIANG,Astou,1947-08-26,BAKEL,M,ECOLE ELEMENTAIRE DIAKHAO
MKM226457,9305870026153,DIOUF,Modou,1975-01-21,KOLDA,F,UNIVERSITE GASTON BERGER - SAINT-LOUIS
GPR194984,2376274996844,NDONG,Awa,1966-03-14,SAINT-LOUIS,M,ECOLE ELEMENTAIRE DIAKHAO
KYB529244,7503263562706,MBAYE,Mamadou,1982-07-30,FATICK,M,ECOLE PRIMAIRE DE VELINGARA
CEW435264,0845535895675,FAYE,Omar,1976-05-12,ZIGUINCHOR,F,ECOLE SERIGNE BASSIROU MBACKE - KAOLACK
TOI072514,3993481826146,BADJI,Ndeye,1986-04-17,KEDOUGOU,F,CENTRE CULTUREL - THIES
DWO155928,2202964154029,LY,Fallou,2006-10-10,RUFISQUE,F,LYCEE MAME CHEIKH MBAYE - TAMBACOUNDA
UIR175095,9663692881768,SOW,Oumar,1987-01-21,KAFFRINE,F,LYCEE TANK - KOLDA
VQC916421,5207898591213,NIANG,Rokhaya,2006-12-04,BAKEL,M,ECOLE ELEMENTAIRE TAMBACOUNDA CENTRE
UCM787897,8790686345235,NDONG,Awa,2001-02-13,SAINT-LOUIS,M,UNIVERSITE GASTON BERGER - SAINT-LOUIS
HIE066251,1907709548733,KA,Ramatoulaye,1966-11-21,TIVAOUANE,F,ECOLE ELEMENTAIRE SIKILO - KOLDA
WGL508228,3971266231267,FALL,Mamadou,1974-02-22,SEDHIOU,M,ECOLE ELEMENTAIRE DIOURBEL CENTRE
ISY157068,2550930058620,MBENGUE,Awa,1984-02-16,PODOR,M,ECOLE ELEMENTAIRE CHEIKH TOURE - SAINT-LOUIS
CGQ638554,9281853019209,SY,Idrissa,1951-09-30,GUEDIAWAYE,M,ECOLE ELEMENTAIRE SIKILO - KOLDA
EGN923007,2863784142263,LY,Rama,1967-05-12,PIKINE,F,ECOLE POINT E - FANN
YVK150176,0369969431034,SALL,Seynabou,2002-04-28,KEBEMER,M,ECOLE ELEMENTAIRE DIOURBEL CENTRE
FWW956812,4980237492507,LO,Malick,1957-04-05,DIOURBEL,F,LYCEE MBACKE - TOUBA
FQS172430,6586591174568,GUEYE,Rokhaya,1975-03-15,KEDOUGOU,M,ECOLE ELEMENTAIRE LOUGA NORD
BAF980699,4787818674807,SOW,Mariama,1970-11-01,SEDHIOU,M,ECOLE COMMUNALE DE BAKEL
QEJ299481,2656028166094,DIOP,Samba,1978-01-01,SEDHIOU,F,LYCEE MALICK SY - THIES
KEN922015,1452944402523,MBAYE,Aissatou,1959-05-11,GOSSAS,F,ECOLE COMMUNALE DE BAKEL
COP150886,6709367399125,DIALLO,Rokhaya,1978-07-30,ZIGUINCHOR,M,ECOLE ELEMENTAIRE SIKILO - KOLDA
MWZ892121,9826325397289,NDAO,Pape,1975-12-22,DIOURBEL,M,ECOLE ELEMENTAIRE KAFFRINE CENTRE
COV843735,2315857042056,DIARRA,Omar,1998-07-10,MBOUR,M,LYCEE MALICK SALL - LOUGA
SQU792385,8916831896694,DIONE,Rama,1997-03-31,RUFISQUE,F,LYCEE DJIGNABO - ZIGUINCHOR
RLA692774,0048722771529,LO,Aissatou,2005-02-12,ZIGUINCHOR,F,ECOLE PRIMAIRE DE KEBEMER
AJF410051,9815406157967,FAYE,Rokhaya,1958-11-26,SAINT-LOUIS,M,ECOLE SAMBA NDIAYE - FATICK
QPZ069581,9389683124426,BA,Fode,1961-11-19,TOUBA,M,ECOLE PRIMAIRE DE SALEMATA
XUY327987,1966380735854,CAMARA,Omar,1997-02-06,THIES,M,ECOLE PRIMAIRE DE VELINGARA
VNT170118,5912702361970,GOMIS,Babacar,1947-01-09,NIORO DU RIP,F,ECOLE ELEMENTAIRE MEDINA BAYE
HCH905370,1063018027561,SECK,Mame,1967-08-30,PODOR,F,ECOLE ELEMENTAIRE KAFFRINE CENTRE
QWU457204,1761565148776,SAMB,Malick,1952-10-20,TAMBACOUNDA,F,LYCEE MBACKE - TOUBA
AJA965389,3069887542532,SOW,Aminata,2006-09-01,RUFISQUE,M,LYCEE DE KEDOUGOU
ZIF897646,4634003188982,THIAM,Daba,1961-11-06,TOUBA,M,ECOLE ELEMENTAIRE TAMBACOUNDA CENTRE
GYP292642,0247712056293,WADE,Fatou,1978-02-05,KEDOUGOU,F,CENTRE CULTUREL - THIES
OLE038957,5951052007284,DIAGNE,Sokhna,2006-06-02,LINGUERE,F,ECOLE SAINT JOSEPH - ZIGUINCHOR
TMX513207,3721374967804,KA,Boubacar,1979-01-05,NIORO DU RIP,M,LYCEE MALICK SY - THIES
TWS792086,6565336306674,SARR,Aminata,1997-05-13,TIVAOUANE,F,LYCEE VALDIODIO NDIAYE - KAOLACK
VMG365629,4656901777635,MBENGUE,Malick,2006-12-18,PODOR,M,ECOLE ELEMENTAIRE BANGO - SAINT-LOUIS
VBD831944,9706430696365,NDONG,Mame,1992-03-11,VELINGARA,M,ECOLE PRIMAIRE DE GOUDOMP
UEN713208,1769034019388,NDIAYE,Astou,1959-08-23,SAINT-LOUIS,F,LYCEE DEPARTEMENTAL DE SEDHIOU
UOQ503895,0707731267423,SALL,Ramatoulaye,1940-09-10,DAGANA,F,ECOLE ELEMENTAIRE MEDINA BAYE
WHW144664,8586842538581,DIONE,Dieynaba,1952-10-15,THIES,F,LYCEE MAME CHEIKH MBAYE - TAMBACOUNDA
VUL650331,5411736691082,SECK,Mamadou,1942-09-12,FATICK,F,LYCEE DJIGNABO - ZIGUINCHOR
PCC773223,9162409118635,DIOUF,Daba,2004-01-10,NDIOUM,F,LYCEE MAME CHEIKH MBAYE - TAMBACOUNDA
XTT966244,5522541383777,BA,Sokhna,1970-05-26,TIVAOUANE,M,CENTRE CULTUREL - THIES
CBE837426,4851622231610,SANE,Khady,1940-10-31,DAKAR,F,ECOLE ELEMENTAIRE HLM GRAND MEDINE
JCE050427,0828985549775,LY,Mamadou,2005-05-13,NDIOUM,F,ECOLE COMMUNALE DE NDOULO
BIS940838,9845167426686,CAMARA,Samba,1977-10-25,TAMBACOUNDA,F,COLLEGE PRIVE DE FATICK
ZWO020779,1578622888224,MBENGUE,Daba,1948-07-31,TOUBA,M,ECOLE PRIMAIRE DE BIRKELANE
SMZ077693,4447581276038,SALL,Omar,1938-03-30,PODOR,F,ECOLE ELEMENTAIRE DIOURBEL CENTRE
EGN359142,8466565678246,THIAM,Khady,1961-04-20,TAMBACOUNDA,M,UNIVERSITE GASTON BERGER - SAINT-LOUIS
AWT719012,4238385889883,NIANG,Malick,1962-01-25,KAFFRINE,M,CENTRE CULTUREL - THIES
EIU767544,9580103693274,KA,Samba,1940-06-16,PIKINE,F,UNIVERSITE GASTON BERGER - SAINT-LOUIS
WFK064640,9500790636208,THIAM,Fatou,1955-08-24,SEDHIOU,F,ECOLE ELEMENTAIRE SIKILO - KOLDA
BGZ280134,5649071640750,NDIAYE,Mame,1946-04-26,KOUNGHEUL,F,ECOLE COMMUNALE DE BAKEL
OYD020149,4339935743851,SARR,Modou,1969-06-19,FATICK,M,ECOLE ELEMENTAIRE HLM GRAND MEDINE
NJH360398,1275979611326,SAMB,Ramatoulaye,1988-01-01,MBOUR,M,LYCEE DE KOUNGHEUL
IZA853363,6802150006010,SY,Pape,1978-05-04,DAGANA,M,LYCEE MALICK SY - THIES
EUJ400394,5133221520920,WADE,Samba,1997-09-14,ZIGUINCHOR,F,LYCEE SEYDOU NOUROU TALL - PLATEAU
VBS156416,2532652887414,SARR,Ramatoulaye,1940-02-20,NDIOUM,F,ECOLE MARIAMA NIASS - GRAND DAKAR
DGY928043,8458588948318,SALL,Seynabou,2001-07-18,KEBEMER,F,LYCEE LIMAMOULAYE - GUEDIAWAYE
WJU701661,0462808202483,CAMARA,Babacar,1968-03-22,KEBEMER,F,LYCEE MALICK SY - THIES
ALX119457,8414593918236,SEYDI,Pape,1971-12-26,FATICK,M,LYCEE DE KOUNGHEUL
IOD915452,2259680607944,THIAM,Fatou,1970-06-15,THIES,F,ECOLE ELEMENTAIRE SIKILO - KOLDA
UMG162059,8051462886315,THIAM,Demba,2001-09-21,GOSSAS,F,ECOLE COMMUNALE DE KANEL
QFK844384,6533030787113,NIANG,Awa,1950-08-17,DAGANA,M,ECOLE ELEMENTAIRE KAFFRINE CENTRE
KXJ518479,0538595488028,NDAO,Omar,2004-02-22,DAGANA,F,UNIVERSITE GASTON BERGER - SAINT-LOUIS
AJM741025,8387309421397,GUEYE,Ndeye,1939-02-04,MEKHE,M,ECOLE MARIAMA NIASS - GRAND DAKAR
EUT671990,7513326235855,KA,Abdoulaye,1999-06-18,KAOLACK,F,ECOLE ELEMENTAIRE LOUGA NORD
TFW806331,1791630680753,DIAGNE,Dieynaba,1945-10-26,THIES,F,ECOLE ELEMENTAIRE RANDOULENE - THIES
QYN063239,2900862862877,FALL,Rama,1966-02-22,KEDOUGOU,F,LYCEE DE KOUNGHEUL
JBT886878,0566434890467,SY,Rokhaya,1937-03-12,TIVAOUANE,F,LYCEE TANK - KOLDA
HKH476449,6956501629230,DIOUF,Seynabou,1961-07-30,JOAL,M,ECOLE ELEMENTAIRE TAMBACOUNDA CENTRE
OKK413198,4093051624743,DIONE,Khady,1962-07-16,ZIGUINCHOR,F,ECOLE POINT E - FANN
CHJ375413,8940193848165,FAYE,Astou,1947-10-10,ZIGUINCHOR,M,LYCEE VALDIODIO NDIAYE - KAOLACK
ZDZ280329,8169002210198,NDAO,Maguette,1958-04-24,SAINT-LOUIS,F,LYCEE DJIGNABO - ZIGUINCHOR
WYH373537,6944103999775,BADJI,Omar,2005-03-22,MBOUR,F,ECOLE PRIMAIRE DE SALEMATA
XTY056330,5456445206467,SANE,Idrissa,1991-03-03,VELINGARA,M,ECOLE ELEMENTAIRE BANDAFASSI
XEU337806,5116267844296,SOW,Fode,1997-10-20,MEKHE,F,ECOLE COMMUNALE DE NDOULO
VDR375100,6171204561374,DIALLO,Maguette,1968-10-22,KAFFRINE,F,LYCEE LIMAMOULAYE - GUEDIAWAYE
VUK071934,8032792549559,BA,Babacar,1985-01-06,VELINGARA,M,ECOLE ELEMENTAIRE OUROSSOGUI
HOZ801061,3323816095593,GOMIS,Mariama,1981-04-24,DIOURBEL,F,LYCEE VALDIODIO NDIAYE - KAOLACK
NIG421786,0342401584013,BADJI,Aissatou,1966-03-26,MEKHE,F,ECOLE PRIMAIRE DE KEBEMER
PSO106805,3150772786169,BA,Babacar,1968-02-18,PIKINE,F,LYCEE DJIGNABO - ZIGUINCHOR
OHO251707,8524207682013,DIONE,Ndeye,1943-09-26,VELINGARA,F,LYCEE LIMAMOULAYE - GUEDIAWAYE
TSB128884,5709558689594,NDAO,Modou,1952-08-24,KAOLACK,M,LYCEE MAME CHEIKH MBAYE - TAMBACOUNDA
GYZ766898,9116594228896,SECK,Samba,1992-06-13,GOSSAS,F,ECOLE ELEMENTAIRE KAFFRINE CENTRE
IMH550733,3325359700312,BADJI,Sokhna,1954-02-14,NIORO DU RIP,F,LYCEE MALICK SALL - LOUGA
WHS949396,5728786042748,BADJI,Coumba,1977-04-20,NDIOUM,F,LYCEE LIMAMOULAYE - GUEDIAWAYE
ZRS804292,3866173668548,CISSE,Binta,1996-10-03,BAKEL,F,ECOLE ELEMENTAIRE BANGO - SAINT-LOUIS
TGH789711,9583694290198,DIALLO,Aminata,2000-05-15,NIORO DU RIP,F,UNIVERSITE GASTON BERGER - SAINT-LOUIS
XNG475887,9880262630137,CAMARA,Ndeye,1953-11-08,DAKAR,F,ECOLE ELEMENTAIRE RANDOULENE - THIES
TXU118531,5519137930934,FALL,Mamadou,1957-12-05,MBOUR,F,ECOLE PRIMAIRE DE KEBEMER
WTA552401,4700890634788,TOURE,Moussa,1970-07-06,VELINGARA,M,ECOLE COMMUNALE DE BAKEL
NGP241235,1293011725602,FAYE,Ndeye,1999-04-20,KAFFRINE,F,ECOLE COMMUNALE DE NDOULO
XRQ706321,2478272558107,DIONE,Fatou,1962-10-21,KOUNGHEUL,F,ECOLE SAINT JOSEPH - ZIGUINCHOR
WHJ262386,8328651048310,MBENGUE,Sokhna,1941-12-29,RUFISQUE,M,ECOLE ELEMENTAIRE LOUGA NORD
DBE903099,3990744264327,SALL,Omar,1937-08-19,MBOUR,F,LYCEE MAME CHEIKH MBAYE - TAMBACOUNDA
LAW031421,3342438891525,TOURE,Cheikh,2002-10-09,VELINGARA,F,ECOLE SAINT JOSEPH - ZIGUINCHOR
HMR820785,3774640587335,DIOUF,Ibrahima,1965-08-03,ZIGUINCHOR,F,ECOLE ELEMENTAIRE RANDOULENE - THIES
PWX227714,8128874391586,DIARRA,Fode,2000-07-09,BAMBEY,F,LYCEE MBACKE - TOUBA
WVF837838,4656521913031,GUEYE,Modou,1962-11-24,TIVAOUANE,M,LYCEE DE KOUNGHEUL
ODH784350,5365585004864,DIARRA,Abdoulaye,2001-10-03,KOLDA,F,ECOLE PRIMAIRE DE VELINGARA
ENW004015,1600697039566,DIA,Ramatoulaye,1960-10-24,TOUBA,M,LYCEE MALICK SY - THIES
LSH204004,5405355366408,NIANG,Aliou,2003-05-06,SAINT-LOUIS,M,ECOLE ELEMENTAIRE CHEIKH TOURE - SAINT-LOUIS
OAD570491,0518077012143,SAMB,Ousmane,1973-10-05,MBACKE,M,ECOLE SAMBA NDIAYE - FATICK
HPS230943,2642733495982,TOURE,Aissatou,1954-10-10,NIORO DU RIP,M,ECOLE PRIMAIRE DE KEBEMER
KBS693412,1978987766510,NDONG,Samba,1969-04-30,RUFISQUE,F,ECOLE ELEMENTAIRE CHEIKH TOURE - SAINT-LOUIS
NVE819444,3240978936585,SOW,Fatou,1982-09-16,RUFISQUE,M,LYCEE DEPARTEMENTAL DE SEDHIOU
YMF579231,2822614813507,MBODJ,Modou,1973-09-23,DAGANA,M,LYCEE DE KOUNGHEUL
VPN005601,0446936137064,THIAM,Khady,1981-09-23,RUFISQUE,F,UNIVERSITE GASTON BERGER - SAINT-LOUIS
BFU095098,6456144867120,SARR,Aminata,2003-07-29,PODOR,M,ECOLE POINT E - FANN
JOM763705,5310318682791,MBENGUE,Fatou,1987-07-08,MEKHE,M,ECOLE PRIMAIRE DE KEBEMER
UAZ891940,9820848371810,NDONG,Abdoulaye,1980-05-24,SEDHIOU,M,CENTRE CULTUREL - THIES
BYL356909,3365911369261,DIONE,Boubacar,1943-03-16,GUEDIAWAYE,F,ECOLE NEMA - ZIGUINCHOR
UXH708915,2592022764562,THIAM,Aliou,1981-03-17,DAGANA,F,ECOLE ELEMENTAIRE BANDAFASSI
SDA818928,0147281046837,SY,Binta,1950-02-26,ZIGUINCHOR,F,ECOLE ELEMENTAIRE BANDAFASSI
PYU649889,3549850022099,SY,Ibrahima,1946-09-02,DAGANA,M,ECOLE ELEMENTAIRE HLM GRAND MEDINE
TYW565818,0897355664799,WADE,Moussa,1990-10-07,MBOUR,M,ECOLE ELEMENTAIRE RANDOULENE - THIES
EIP148957,6453157390649,DIARRA,Aissatou,1955-11-26,MATAM,M,ECOLE ELEMENTAIRE LOUGA NORD
PFB755423,2390626953257,DIONE,Seynabou,1963-06-29,SAINT-LOUIS,M,ECOLE NEMA - ZIGUINCHOR
BYM033669,7642246529371,SOW,Cheikh,1950-12-01,LOUGA,M,ECOLE SAINT JOSEPH - ZIGUINCHOR
TIW365734,5477253781144,SECK,Seynabou,1955-02-07,DAKAR,F,ECOLE COMMUNALE DE NDOULO
KKP992601,7436122974365,WADE,Malick,1951-08-09,SEDHIOU,F,LYCEE DE KOUNGHEUL
IQZ657094,0213534734565,GOMIS,Seynabou,1969-10-30,MATAM,F,ECOLE NEMA - ZIGUINCHOR
MGO649695,1526102676483,THIAM,Modou,1955-05-18,BAKEL,F,LYCEE DJIGNABO - ZIGUINCHOR
IJG635510,5779171751742,NDAO,Seynabou,1938-01-23,DIOURBEL,F,ECOLE ELEMENTAIRE OUROSSOGUI
CUU381738,5149908850195,SEYDI,Daba,1935-10-24,ZIGUINCHOR,F,LYCEE MAME CHEIKH MBAYE - TAMBACOUNDA
KDO640960,3646958859347,MBODJ,Aissatou,1991-06-05,NIORO DU RIP,F,ECOLE ELEMENTAIRE LOUGA NORD
VYS340404,0921970763738,LO,Omar,1942-08-09,MBOUR,F,LYCEE MAME CHEIKH MBAYE - TAMBACOUNDA
TLT540698,4425952256979,BADJI,Malick,1999-01-03,BAKEL,F,ECOLE POINT E - FANN
EBQ893882,9623190111409,DIONE,Rokhaya,1988-01-15,SAINT-LOUIS,M,ECOLE COMMUNALE DE KANEL
LIL430560,1903335491719,NIANG,Pape,1956-05-03,BAMBEY,F,ECOLE ELEMENTAIRE BANDAFASSI
KSM960962,9429287606609,SEYDI,Awa,1990-07-09,KAFFRINE,F,LYCEE MALICK SALL - LOUGA
RNI251456,7351468739305,SOW,Abdoulaye,2006-10-27,THIES,F,LYCEE DE MATAM
MWG256740,9100770196910,DIONE,Daba,1975-05-31,RUFISQUE,M,ECOLE ELEMENTAIRE TAMBACOUNDA CENTRE
QIN791305,1929658137170,WADE,Coumba,1982-01-02,GOSSAS,F,LYCEE LIMAMOULAYE - GUEDIAWAYE
LAB738073,8747025989798,FALL,Rokhaya,1993-04-19,GOSSAS,M,ECOLE ELEMENTAIRE TAMBACOUNDA CENTRE
WCC292469,9141198855292,SOW,Binta,1969-06-07,FATICK,M,ECOLE PRIMAIRE DE KEBEMER
QHV324018,9040579741159,MBAYE,Oumar,1955-03-01,JOAL,F,ECOLE MARIAMA NIASS - GRAND DAKAR
JAT537634,2125361825220,DIA,Malick,1952-05-06,KAFFRINE,F,ECOLE POINT E - FANN
MLX191244,0751378224085,SAMB,Demba,1954-07-16,SAINT-LOUIS,M,ECOLE ELEMENTAIRE RANDOULENE - THIES
KZW400012,6054770050012,SARR,Abdoulaye,1983-09-29,VELINGARA,F,ECOLE PRIMAIRE DE VELINGARA
KMO412549,9338989865619,DIONE,Moussa,1978-07-17,KEBEMER,F,ECOLE MARIAMA NIASS - GRAND DAKAR
PMM275648,7138908390438,FAYE,Oumar,2003-09-27,GUEDIAWAYE,M,LYCEE MALICK SY - THIES
