numElecteur,numCIN,nom,prenom,dateNaissance,lieuNaissance,sexe,bureauVote
MPU086147,7181052605076,NIANG,Daba,1987-06-29,LOUGA,F,ECOLE ELEMENTAIRE RANDOULENE - THIES
VUU939028,8471907200528,DIOUF,Modou,1962-10-22,SAINT-LOUIS,F,ECOLE PRIMAIRE DE GOUDOMP
OGB548658,7406891728539,GOMIS,Mansour,1948-09-22,JOAL,F,CENTRE CULTUREL - THIES
KGJ094161,0431004651629,DIOP,Daba,1937-01-06,DAGANA,M,ECOLE COMMUNALE DE KANEL
IQF042147,8290479028832,NDONG,Mame,1956-10-26,GUÉDIAWAYE,F,LYCEE MBACKE - TOUBA
CWN021871,6714279184235,KA,Maguette,1992-02-18,MBACKÉ,F,ECOLE ELEMENTAIRE KAFFRINE CENTRE
OKK860776,1962281544741,THIAM,Omar,1953-09-26,TAMBACOUNDA,F,LYCEE DE MATAM
KIQ570405,2615853980325,FAYE,Aminata,1971-07-04,TIVAOUANE,F,ECOLE ELEMENTAIRE TAMBACOUNDA CENTRE
QLR096948,5120580896260,BA,Astou,1960-04-17,VÉLINGARA,M,ECOLE COMMUNALE DE KANEL
IUU333888,0318393693519,MBENGUE,Khady,1948-12-11,KOLDA,M,LYCEE DEPARTEMENTAL DE SEDHIOU
DTC897830,5352061529362,DIA,Aïssatou,2001-04-26,JOAL,F,ECOLE SERIGNE BASSIROU MBACKE - KAOLACK
TOD075306,5428841866152,SALL,Cheikh,1983-11-15,KÉBÉMER,M,CENTRE CULTUREL - THIES
AAS895790,4676349738490,DIA,Mariama,2001-06-16,RUFISQUE,F,ECOLE ELEMENTAIRE OUROSSOGUI
EMQ073255,2946266882625,THIAM,Khady,1979-07-02,DAKAR,F,ECOLE PRIMAIRE DE VELINGARA
UHW010953,8024948336441,NDIAYE,Fallou,1942-10-12,MBOUR,M,LYCEE SEYDOU NOUROU TALL - PLATEAU
BCK528940,4576458874463,NDIAYE,Samba,1967-06-14,BAKEL,M,ECOLE POINT E - FANN
KOB145756,4407511807652,KA,Mariama,1939-02-09,NDIOUM,F,ECOLE SERIGNE BASSIROU MBACKE - KAOLACK
YUN851235,7551914628255,MBAYE,Awa,1942-04-06,SÉDHIOU,F,ECOLE NEMA - ZIGUINCHOR
QQW204627,3913436670178,SY,Sokhna,1995-12-25,GUÉDIAWAYE,F,ECOLE COMMUNALE DE KANEL
HMQ978828,6397647894607,BADJI,Pape,1988-05-04,VÉLINGARA,M,LYCEE VALDIODIO NDIAYE - KAOLACK
XOH675249,4682614072574,THIAM,Fallou,1972-02-12,RUFISQUE,F,ECOLE PRIMAIRE DE GOUDOMP
LSI206076,7091993467080,MBAYE,Malick,1950-04-02,LOUGA,M,ECOLE PRIMAIRE DE VELINGARA
TYK906692,4124431967465,SAMB,Omar,2001-07-25,NIORO DU RIP,F,ECOLE ELEMENTAIRE MEDINA BAYE
OMI771858,9150139914600,LY,Seynabou,1992-06-25,KAOLACK,M,ECOLE ELEMENTAIRE KAFFRINE CENTRE
RAU747430,9356501254642,DIOUF,Aliou,2003-04-10,MATAM,M,ECOLE PRIMAIRE DE SALEMATA
YDM660938,2320310650002,DIOP,Boubacar,1942-08-12,PODOR,M,LYCEE DE KEDOUGOU
LIZ817132,3154476648434,GOMIS,Seynabou,1938-03-08,TIVAOUANE,F,ECOLE ELEMENTAIRE HLM GRAND MEDINE
IWW492292,2277616807697,GOMIS,Rama,2000-08-26,LINGUÈRE,F,COLLEGE SACRE-COEUR - DAKAR
DDN347774,1768743591666,MBAYE,Modou,1939-12-18,JOAL,M,ECOLE NEMA - ZIGUINCHOR
NUL770384,7533845340738,DIAGNE,Cheikh,1950-09-04,KÉDOUGOU,M,ECOLE PRIMAIRE DE VELINGARA
ECN983524,9226368519609,BA,Awa,1985-12-23,ZIGUINCHOR,F,ECOLE COMMUNALE DE NDOULO
BKY554873,9101951927607,CAMARA,Aliou,1984-05-10,MBOUR,M,ECOLE ELEMENTAIRE LOUGA NORD
TVI990951,9160698062986,MBAYE,Aliou,1974-01-26,GUÉDIAWAYE,F,ECOLE POINT E - FANN
JKN065415,3441526164229,NDIAYE,Idrissa,1975-05-31,VÉLINGARA,F,ECOLE PRIMAIRE DE VELINGARA
YVN667163,4899339912479,FAYE,Aminata,1935-04-12,LOUGA,M,LYCEE MALICK SALL - LOUGA
LWY280406,6432826131792,DIOP,Cheikh,1979-12-12,KOUNGHEUL,M,CENTRE CULTUREL - THIES
AZA706128,8735544825125,DIOP,Omar,1969-11-13,BAKEL,F,ECOLE ELEMENTAIRE HLM GRAND MEDINE
IIQ795765,6364629443523,DIA,Coumba,1988-08-30,NDIOUM,F,LYCEE TANK - KOLDA
PBE224590,7073712380148,DIAGNE,Aïssatou,1940-10-03,DAKAR,M,ECOLE ELEMENTAIRE SIKILO - KOLDA
ZZA704625,7927735350058,DIARRA,Mariama,2006-09-03,LINGUÈRE,M,ECOLE ELEMENTAIRE KAFFRINE CENTRE
KND627625,8555599190512,SARR,Mame,1995-02-15,KOLDA,M,ECOLE ELEMENTAIRE TAMBACOUNDA CENTRE
XGT409845,7335664976132,GUEYE,Idrissa,1950-06-29,VÉLINGARA,M,ECOLE ELEMENTAIRE CHEIKH TOURE - SAINT-LOUIS
ZFO998722,8809865360329,SY,Sokhna,1961-08-12,DIOURBEL,F,ECOLE SAMBA NDIAYE - FATICK
OOE888211,5124784680021,DIAGNE,Abdoulaye,1946-11-05,TAMBACOUNDA,M,LYCEE TANK - KOLDA
RRD538205,4886504642216,SALL,Sokhna,1961-07-08,KÉBÉMER,F,LYCEE DE KOUNGHEUL
EHJ971326,2935404730840,WADE,Aliou,1952-05-14,MBOUR,F,COLLEGE SACRE-COEUR - DAKAR
BGF451136,3966521042245,DIOUF,Astou,1973-10-12,KAOLACK,F,LYCEE VALDIODIO NDIAYE - KAOLACK
LJY374154,6836724938933,NDONG,Fodé,1940-06-20,SAINT-LOUIS,F,ECOLE ELEMENTAIRE CHEIKH TOURE - SAINT-LOUIS
TOG080655,2682325621094,DIOUF,Pape,1971-10-09,DAKAR,M,LYCEE DE KEDOUGOU
BWH563654,2144431026221,KA,Idrissa,2004-12-15,ZIGUINCHOR,M,ECOLE SAINT JOSEPH - ZIGUINCHOR
MJN570346,6344097684377,DIAGNE,Maguette,1974-08-20,PIKINE,M,ECOLE ELEMENTAIRE SEDHIOU CENTRE
UFW817182,8646570419976,SECK,Moussa,1949-09-11,MÉKHÉ,M,ECOLE NEMA - ZIGUINCHOR
FXZ271538,0411813215964,DIONE,Dieynaba,1965-05-19,MBOUR,M,ECOLE ELEMENTAIRE RANDOULENE - THIES
CRE645916,8373651982384,FAYE,Ibrahima,1974-05-14,LINGUÈRE,F,LYCEE DJIGNABO - ZIGUINCHOR
NST007694,5655742117472,MBENGUE,Aïssatou,1994-04-12,DAGANA,M,ECOLE SAMBA NDIAYE - FATICK
NKL667826,5281687038098,KA,Pape,1975-01-04,BAMBEY,F,LYCEE DE KOUNGHEUL
RNB574998,8029996312664,FALL,Ramatoulaye,1951-02-21,KAOLACK,F,LYCEE MBACKE - TOUBA
GGJ794277,0580645962444,CISSE,Samba,1978-02-16,GUÉDIAWAYE,M,CENTRE CULTUREL - THIES
WPX651658,3228401974245,SALL,Aminata,1967-08-19,NDIOUM,M,ECOLE NEMA - ZIGUINCHOR
SIN590723,5799462928020,BADJI,Ibrahima,1985-11-21,ZIGUINCHOR,F,LYCEE DEPARTEMENTAL DE SEDHIOU
JIO571655,8632892668206,KA,Daba,1947-02-17,MÉKHÉ,M,ECOLE ELEMENTAIRE OUROSSOGUI
LLK860482,6264055560790,SAMB,Coumba,1979-01-12,LOUGA,M,LYCEE DJIGNABO - ZIGUINCHOR
YYQ783292,4085634063463,FAYE,Ibrahima,1981-08-14,KÉDOUGOU,F,LYCEE MALICK SALL - LOUGA
BRJ172179,1527752130090,DIAGNE,Binta,2003-03-23,SÉDHIOU,F,UNIVERSITE GASTON BERGER - SAINT-LOUIS
PSS785702,1330947912177,CISSE,Rama,1977-04-04,TAMBACOUNDA,F,ECOLE MARIAMA NIASS - GRAND DAKAR
KEJ060250,5473475325779,MBODJ,Rama,1949-02-05,JOAL,F,ECOLE PRIMAIRE DE SALEMATA
SGS702479,8065461366406,NDAO,Abdoulaye,1991-09-21,KÉBÉMER,M,ECOLE COMMUNALE DE BAKEL
ZCT296854,3010671046487,DIA,Ramatoulaye,1980-06-22,TOUBA,M,ECOLE SAMBA NDIAYE - FATICK
FZQ739640,1820414064961,BA,Aliou,1993-05-14,NDIOUM,F,ECOLE ELEMENTAIRE CHEIKH TOURE - SAINT-LOUIS
FIE168657,9853782390023,DIOUF,Dieynaba,1992-01-15,MATAM,F,ECOLE PRIMAIRE DE KEBEMER
UVG849340,4417768431373,GOMIS,Astou,1943-02-26,FATICK,M,ECOLE ELEMENTAIRE CHEIKH TOURE - SAINT-LOUIS
RZQ111159,7560786543129,KA,Aminata,1964-09-03,KOUNGHEUL,F,ECOLE PRIMAIRE DE GOUDOMP
FVB213635,8016052942937,NDONG,Mame,1969-01-08,DAKAR,M,ECOLE ELEMENTAIRE CHEIKH TOURE - SAINT-LOUIS
PFV082979,7582684169123,MBAYE,Seynabou,1955-05-22,NIORO DU RIP,M,ECOLE SAMBA NDIAYE - FATICK
DUX362962,2761243019086,SARR,Oumar,1955-08-07,TIVAOUANE,F,ECOLE POINT E - FANN
UPF690423,2934394248917,THIAM,Seynabou,1973-03-30,GOSSAS,M,ECOLE ELEMENTAIRE CHEIKH TOURE - SAINT-LOUIS
GVW728199,3455138390536,SECK,Demba,2003-03-09,KÉDOUGOU,M,ECOLE ELEMENTAIRE SEDHIOU CENTRE
LOO662367,3403336260443,SALL,Malick,1977-11-05,BAMBEY,M,LYCEE LIMAMOULAYE - GUEDIAWAYE
HBT400716,2626844967248,SAMB,Fallou,1983-02-11,THIÈS,F,ECOLE ELEMENTAIRE MEDINA BAYE
ZBZ628078,3083687287413,CISSE,Khady,1944-09-19,KAFFRINE,M,ECOLE ELEMENTAIRE RANDOULENE - THIES
BKV674030,5827840163432,DIARRA,Coumba,1938-12-19,VÉLINGARA,F,ECOLE POINT E - FANN
SEY046330,6916777161996,DIOP,Seynabou,1954-10-28,DAKAR,M,LYCEE SEYDOU NOUROU TALL - PLATEAU
XGP824662,2392089853321,MBAYE,Seynabou,1980-10-30,ZIGUINCHOR,F,ECOLE PRIMAIRE DE GOUDOMP
SUU415857,1974860434677,NDAO,Sokhna,1985-07-12,LOUGA,M,CENTRE CULTUREL - THIES
FOZ441867,3977522893861,FALL,Omar,1936-01-21,PIKINE,M,LYCEE VALDIODIO NDIAYE - KAOLACK
EQB036745,2368725713438,DIOP,Ramatoulaye,1939-11-16,TOUBA,F,ECOLE ELEMENTAIRE BANGO - SAINT-LOUIS
CRM364596,4559981494489,MBAYE,Babacar,1993-09-25,FATICK,M,LYCEE MALICK SALL - LOUGA
EMZ634702,1363763270301,DIAGNE,Pape,1939-12-13,FATICK,M,ECOLE PRIMAIRE DE KEBEMER
FPC148665,9172104665599,DIOP,Pape,1993-01-17,KÉDOUGOU,F,LYCEE VALDIODIO NDIAYE - KAOLACK
VYY398001,2406997411181,BA,Boubacar,1945-05-10,KOUNGHEUL,F,ECOLE SERIGNE BASSIROU MBACKE - KAOLACK
IUY278803,6141043830092,SECK,Aminata,1991-12-06,TAMBACOUNDA,M,ECOLE ELEMENTAIRE SEDHIOU CENTRE
BJR298690,1060029886932,MBODJ,Maguette,2005-10-08,MATAM,M,ECOLE ELEMENTAIRE RANDOULENE - THIES
JAC756390,5632061416585,WADE,Mamadou,1940-08-09,LINGUÈRE,F,LYCEE LIMAMOULAYE - GUEDIAWAYE
SKH289646,6551852100911,BA,Fallou,1945-08-07,NDIOUM,F,ECOLE ELEMENTAIRE HLM GRAND MEDINE
XNZ009289,1811721680290,GOMIS,Idrissa,1940-12-13,KOUNGHEUL,M,ECOLE POINT E - FANN
UGO841990,1473563619400,DIA,Ramatoulaye,1974-02-13,KOLDA,M,ECOLE ELEMENTAIRE KAFFRINE CENTRE
IMW404152,3511225567150,FAYE,Ibrahima,1984-05-29,KÉDOUGOU,F,ECOLE SERIGNE BASSIROU MBACKE - KAOLACK
MCY650650,9807267612939,NIANG,Oumar,1937-08-03,DAKAR,M,ECOLE ELEMENTAIRE BANGO - SAINT-LOUIS
MBU532665,6070136723711,NIANG,Abdoulaye,1941-08-10,RUFISQUE,M,ECOLE ELEMENTAIRE DIAKHAO
XEK484752,4412735693171,GOMIS,Omar,1951-12-23,FATICK,M,ECOLE SERIGNE BASSIROU MBACKE - KAOLACK
GXT553486,4402505390270,DIAGNE,Oumar,2003-03-17,BAKEL,M,LYCEE DE MATAM
JQJ198697,6097494067156,SARR,Fatou,1994-11-02,NDIOUM,F,ECOLE PRIMAIRE DE KEBEMER
UTB050978,0740867814286,SALL,Mariama,1978-11-16,KAOLACK,M,LYCEE MBACKE - TOUBA
SXU443931,0450088260510,MBAYE,Moussa,1996-11-29,SAINT-LOUIS,M,ECOLE COMMUNALE DE KANEL
GOF079504,5305107756121,MBAYE,Aliou,1968-05-12,GOSSAS,M,ECOLE ELEMENTAIRE HLM GRAND MEDINE
NZO466741,7082329963163,DIOP,Mame,2000-08-20,MATAM,M,LYCEE MAME CHEIKH MBAYE - TAMBACOUNDA
SRL980287,2612693047571,SARR,Khady,1955-02-25,DAGANA,M,ECOLE ELEMENTAIRE TAMBACOUNDA CENTRE
EXU566723,9200408242592,DIARRA,Fodé,1962-08-28,DAKAR,F,COLLEGE PRIVE DE FATICK
QNA983489,4252582912426,DIARRA,Seynabou,1989-02-11,PODOR,F,ECOLE ELEMENTAIRE KAFFRINE CENTRE
CBQ866639,7203726817236,LY,Mamadou,1977-12-05,MATAM,F,ECOLE ELEMENTAIRE RANDOULENE - THIES
IRQ534466,6989066448821,DIOP,Aliou,2003-07-20,DAKAR,F,ECOLE ELEMENTAIRE DIAKHAO
VSP883950,5763708390993,LY,Aliou,1969-08-06,SÉDHIOU,M,ECOLE COMMUNALE DE NDOULO
PJT587724,3142212280612,NDAO,Ousmane,1938-10-04,MBACKÉ,M,ECOLE SERIGNE BASSIROU MBACKE - KAOLACK
QQI211416,5154962498562,SY,Babacar,1970-05-02,MBOUR,F,ECOLE PRIMAIRE DE KEBEMER
FHR606962,8292246315050,MBODJ,Aïssatou,1969-01-31,KÉDOUGOU,M,ECOLE ELEMENTAIRE MEDINA BAYE
GJZ987262,9442120591047,NIANG,Omar,1997-11-29,KOUNGHEUL,M,ECOLE NEMA - ZIGUINCHOR
OOA533951,5523913718818,GUEYE,Mansour,1939-02-28,KÉBÉMER,F,ECOLE ELEMENTAIRE BANGO - SAINT-LOUIS
VDY353226,1124133164601,NIANG,Astou,1959-09-15,DIOURBEL,F,UNIVERSITE GASTON BERGER - SAINT-LOUIS
SDR999861,5909216537770,MBAYE,Dieynaba,2003-01-10,MBOUR,F,ECOLE MARIAMA NIASS - GRAND DAKAR
AMU687991,0089765698646,SANE,Ousmane,1975-04-05,KAOLACK,F,ECOLE ELEMENTAIRE SEDHIOU CENTRE
JWV408792,4990517259872,LO,Babacar,1985-10-30,MBOUR,F,LYCEE DE KEDOUGOU
GOT974620,9567968570302,NDIAYE,Rama,1974-03-25,TIVAOUANE,M,LYCEE DEPARTEMENTAL DE SEDHIOU
OEE385322,4510750463890,SARR,Mamadou,1949-11-17,VÉLINGARA,F,LYCEE LIMAMOULAYE - GUEDIAWAYE
FDG785824,3871783997568,DIARRA,Daba,1947-01-06,GUÉDIAWAYE,M,LYCEE MALICK SY - THIES
TMS539849,7500927701356,NDAO,Ramatoulaye,1939-07-13,DAKAR,M,ECOLE ELEMENTAIRE CHEIKH TOURE - SAINT-LOUIS
JLR539458,5232127693613,SOW,Khady,1967-12-24,FATICK,M,ECOLE PRIMAIRE DE GOUDOMP
NWN606547,5716651439606,GOMIS,Fodé,1968-05-21,DAGANA,M,LYCEE DJIGNABO - ZIGUINCHOR
URQ409182,0682593657615,GOMIS,Fodé,1972-12-18,LINGUÈRE,M,ECOLE ELEMENTAIRE CHEIKH TOURE - SAINT-LOUIS
TTW715382,3136517830928,WADE,Oumar,1941-02-16,DAGANA,M,ECOLE ELEMENTAIRE LOUGA NORD
ION726288,7728059205449,DIARRA,Idrissa,2001-06-03,LINGUÈRE,M,ECOLE ELEMENTAIRE DIAKHAO
RID850410,9401406682348,MBAYE,Astou,1937-10-15,VÉLINGARA,M,ECOLE ELEMENTAIRE RANDOULENE - THIES
HGB713283,8715620216911,MBAYE,Aminata,1992-07-11,GOSSAS,F,ECOLE PRIMAIRE DE KEBEMER
ABM708715,4834654958267,LY,Daba,1988-06-10,KOUNGHEUL,F,ECOLE ELEMENTAIRE OUROSSOGUI
BQN656973,5421300217815,DIONE,Idrissa,1942-03-14,PIKINE,F,ECOLE COMMUNALE DE KANEL
YEM743390,2721823249125,KA,Astou,1953-06-03,LINGUÈRE,M,ECOLE ELEMENTAIRE BANGO - SAINT-LOUIS
MUD311179,0336097446985,DIAGNE,Oumar,1938-04-12,KOUNGHEUL,M,LYCEE MALICK SY - THIES
IOL944157,9314337215226,SARR,Awa,2006-02-15,BAKEL,M,ECOLE ELEMENTAIRE OUROSSOGUI
NHV974506,0940860387803,WADE,Moussa,1979-11-09,PODOR,F,ECOLE COMMUNALE DE KANEL
LVG447058,7151716344633,MBODJ,Fatou,1940-03-25,ZIGUINCHOR,F,ECOLE ELEMENTAIRE SEDHIOU CENTRE
USF891679,2082010332209,DIALLO,Fallou,1972-10-31,SÉDHIOU,M,LYCEE TANK - KOLDA
YUP034986,1663475069631,DIA,Aïssatou,1939-05-24,MÉKHÉ,M,LYCEE DE MATAM
UZK074234,7277628223388,NDAO,Fodé,1949-04-12,KAFFRINE,F,ECOLE POINT E - FANN
WCM313411,4555045186574,SOW,Malick,1992-01-28,DAGANA,F,LYCEE TANK - KOLDA
CVJ948323,1062931993303,BADJI,Samba,1974-10-15,KAOLACK,M,ECOLE PRIMAIRE DE BIRKELANE
RYD870734,0150178155986,LY,Coumba,1999-10-02,TIVAOUANE,F,ECOLE ELEMENTAIRE KAFFRINE CENTRE
LAR254418,1345742141866,NDAO,Samba,1975-10-14,KÉBÉMER,M,COLLEGE PRIVE DE FATICK
OHW011109,1155506575817,SALL,Ousmane,1953-06-14,TAMBACOUNDA,F,ECOLE PRIMAIRE DE BIRKELANE
UMT695325,4182231948728,MBENGUE,Rama,2001-07-31,DAKAR,F,LYCEE DE MATAM
QXQ046083,6074743640234,LO,Dieynaba,1948-03-10,TOUBA,F,LYCEE MAME CHEIKH MBAYE - TAMBACOUNDA
ESD755526,5954123375181,MBAYE,Ramatoulaye,1990-02-01,PIKINE,M,ECOLE POINT E - FANN
CLM811470,7414336480601,SALL,Aliou,1977-04-20,TIVAOUANE,F,LYCEE DE MATAM
SIJ897002,3378314904032,SEYDI,Mamadou,1984-05-05,PODOR,M,LYCEE SEYDOU NOUROU TALL - PLATEAU
FRZ572966,7906987110064,TOURE,Idrissa,1966-08-12,TOUBA,F,LYCEE DE KEDOUGOU
EIU432928,3858568988890,DIOUF,Cheikh,1972-04-02,KOLDA,M,ECOLE ELEMENTAIRE BANDAFASSI
HKN468829,12345,DIOP,Mamadou,1990-01-01,DAKAR,M,ECOLE MARIAMA NIASS - GRAND DAKAR
ABC12,4838821605186,NDIAYE,Fatou,1985-05-15,THIÈS,F,LYCEE SEYDOU NOUROU TALL - PLATEAU
SIL072821,3610701992222,SALL,Omar,2010-03-20,DAKAR,M,ECOLE POINT E - FANN
EJC587877,6236678675692,BA,Aïssatou,1995-11-30,SAINT-LOUIS,X,ECOLE MARIAMA NIASS - GRAND DAKAR
MTM894190,8391216853693,GUEYE,Abdoulaye,1988-07-22,RUFISQUE,M,BUREAU INEXISTANT
IJI845229,3751246038826,MBAYE,Sokhna,1979-12-05,MBOUR,F,COLLEGE SACRE-COEUR - DAKAR
ECH343420,8918765641700,DIALLO,Modou,1982-08-17,TOUBA,M,CENTRE CULTUREL - THIES
IMU505667,6009154047252,THIAM,Ramatoulaye,,KAOLACK,F,UNIVERSITE GASTON BERGER - SAINT-LOUIS
KGH159153,1749555691581,,Cheikh,1975-04-10,LOUGA,M,ECOLE NEMA - ZIGUINCHOR
LUQ977150,7810068596417,NDAO,Dieynaba,1991-09-25,,F,ECOLE ELEMENTAIRE DIOURBEL CENTRE
